cp_id,cp_name,cp_type,country,bank_name
CP_10986,Matthew Sanchez,Individual,Egypt,Anderson-Sanders Bank
CP_10987,Mary Jones,Individual,Egypt,"Harris, Thornton and Li Bank"
CP_10988,Shannon Wallace,Individual,UK,Pugh-Deleon Bank
CP_10989,Melton-Sanchez Holdings,Offshore,Cayman Islands,Flores-Weaver Bank
CP_10990,Brown Group Corp,Corporate,Germany,"Sampson, Tucker and Miller Bank"
CP_10991,Skinner PLC Trading,High-Risk,Iran,Torres PLC Bank
CP_10992,Martinez Ltd Trading,High-Risk,Iran,Johnson and Sons Bank
CP_10993,"Alexander, Duran and Benton Holdings",Offshore,Panama,Porter Inc Bank
CP_10994,Ramirez-Cruz Trading,High-Risk,Myanmar,Brown PLC Bank
CP_10995,Simpson-Roy Corp,Corporate,Germany,Wallace-Walker Bank
CP_10996,Lopez-Jordan Corp,Corporate,China,Guerrero Inc Bank
CP_10997,"Hines, Pineda and Kent Holdings",Offshore,Cayman Islands,Livingston-Solomon Bank
CP_10998,"Robinson, Johnson and Swanson Holdings",Offshore,BVI,"Hamilton, Patterson and Daniel Bank"
CP_10999,"Goodwin, Aguirre and Tran Trading",High-Risk,Iran,"Randolph, Mitchell and Ritter Bank"
CP_11000,"Ford, Armstrong and Carroll Corp",Corporate,Germany,"Green, Horne and Mcdonald Bank"
CP_11001,Cynthia Velez MD,Individual,Philippines,"Tapia, Miller and Wright Bank"
CP_11002,"Phillips, Duncan and Johnson Corp",Corporate,Germany,Ward-Hopkins Bank
CP_11003,Rhonda Franklin,Individual,Egypt,Parker Ltd Bank
CP_11004,Huff-Abbott Holdings,Offshore,Seychelles,Ford-Gonzales Bank
CP_11005,Johnson-Howard Holdings,Offshore,Panama,"Richard, Robinson and Brown Bank"
CP_11006,Hill PLC Trading,High-Risk,Myanmar,"Edwards, Brown and White Bank"
CP_11007,Green-Simpson Trading,High-Risk,Syria,Mccoy and Sons Bank
CP_11008,"Douglas, Hall and Pena Trading",High-Risk,Iran,Cohen Group Bank
CP_11009,"Stewart, Tran and Perez Holdings",Offshore,BVI,"Braun, Hester and Smith Bank"
CP_11010,Fernandez-Williams Trading,High-Risk,Syria,Bailey Inc Bank
CP_11011,"Wallace, Dixon and Young Trading",High-Risk,Syria,Hudson-Calderon Bank
CP_11012,"Perry, May and Liu Holdings",Offshore,Panama,Johnson PLC Bank
CP_11013,Frances Russell,Individual,India,"Brooks, Dunlap and Carter Bank"
CP_11014,Martin Inc Trading,High-Risk,North Korea,Conrad-Buck Bank
CP_11015,Rodriguez and Sons Corp,Corporate,Saudi Arabia,Dixon-Norman Bank
CP_11016,"Logan, Marquez and Case Corp",Corporate,USA,Rivas-Johnson Bank
CP_11017,"Hernandez, Farmer and Banks Corp",Corporate,USA,Benjamin and Sons Bank
CP_11018,Yolanda Mccoy,Individual,UK,"Barnes, Quinn and Abbott Bank"
CP_11019,"Yates, Lawson and Hopkins Corp",Corporate,Saudi Arabia,"Alexander, Adams and Huff Bank"
CP_11020,Bartlett-Murphy Holdings,Offshore,Seychelles,Hall-Edwards Bank
CP_11021,Steele Group Holdings,Offshore,Seychelles,"Rosario, Ortiz and Miller Bank"
CP_11022,"Wagner, Melendez and Valdez Corp",Corporate,USA,"Hall, Hartman and Hall Bank"
CP_11023,Victoria Frost,Individual,Egypt,Frank Group Bank
CP_11024,Mary Jacobs,Individual,India,Peterson-Wilson Bank
CP_11025,Fisher-Lucero Holdings,Offshore,Seychelles,"Snyder, Keith and Gonzalez Bank"
CP_11026,Walter Inc Corp,Corporate,China,Martinez LLC Bank
CP_11027,"Dawson, Harrison and Garcia Trading",High-Risk,Iran,Bass Inc Bank
CP_11028,"Jackson, Jones and Robertson Trading",High-Risk,Myanmar,"Sellers, Strong and Gomez Bank"
CP_11029,Justin Joseph,Individual,Egypt,Rogers LLC Bank
CP_11030,Lisa Mcknight,Individual,India,Jones LLC Bank
CP_11031,Lozano-Mccoy Corp,Corporate,USA,"Davenport, Roberts and Woods Bank"
CP_11032,Quinn Ltd Corp,Corporate,Germany,"Hendricks, Zuniga and Miller Bank"
CP_11033,Watkins LLC Holdings,Offshore,Seychelles,"Banks, Gray and Gonzales Bank"
CP_11034,"Sharp, Ramirez and Mejia Trading",High-Risk,Iran,Evans LLC Bank
CP_11035,Elliott PLC Corp,Corporate,China,"Romero, Reilly and Mitchell Bank"
CP_11036,Peter Mckay,Individual,Egypt,Cervantes Ltd Bank
CP_11037,Monica Jordan,Individual,Pakistan,Andrews-Gilbert Bank
CP_11038,Reed and Sons Holdings,Offshore,BVI,Roberts Group Bank
CP_11039,Walker-Jackson Corp,Corporate,USA,Zhang-Molina Bank
CP_11040,Mary Thomas,Individual,Egypt,Arnold PLC Bank
CP_11041,Alyssa Orr,Individual,India,"Medina, Lee and Freeman Bank"
CP_11042,Jaclyn Campbell,Individual,Egypt,"Simmons, Wallace and Martinez Bank"
CP_11043,Phillips-Rodriguez Holdings,Offshore,Panama,"Calhoun, Wilson and Oneal Bank"
CP_11044,Baker-Lin Holdings,Offshore,Panama,Dennis-Wilson Bank
CP_11045,Bob Mcguire,Individual,Egypt,"Jones, Moore and Rogers Bank"
CP_11046,Mccoy-Hunt Trading,High-Risk,North Korea,Mann LLC Bank
CP_11047,Hamilton Ltd Corp,Corporate,China,"Stewart, Skinner and Guerrero Bank"
CP_11048,"Johnson, Walters and Smith Holdings",Offshore,Cayman Islands,Willis and Sons Bank
CP_11049,"Gonzalez, Harrison and Washington Holdings",Offshore,BVI,Gross LLC Bank
CP_11050,Mark Davis,Individual,India,"Vincent, Curry and Smith Bank"
CP_11051,Henry PLC Trading,High-Risk,Myanmar,Mckinney Inc Bank
CP_11052,Watts-Austin Holdings,Offshore,Seychelles,"Silva, Little and Washington Bank"
CP_11053,"Best, Humphrey and Pittman Trading",High-Risk,Myanmar,Contreras-Henry Bank
CP_11054,Linda Daniels,Individual,Egypt,Davis-Rodriguez Bank
CP_11055,Nicole Mitchell,Individual,UK,Nguyen-Bates Bank
CP_11056,John Flores,Individual,India,Bailey Group Bank
CP_11057,Patricia Webb,Individual,Pakistan,Burke-Mcdaniel Bank
CP_11058,Carter PLC Holdings,Offshore,Seychelles,Wu Group Bank
CP_11059,Hart LLC Corp,Corporate,USA,Leonard-Jenkins Bank
CP_11060,Coleman-Green Trading,High-Risk,Iran,Adams Ltd Bank
CP_11061,Morgan Inc Holdings,Offshore,BVI,West-Walker Bank
CP_11062,Herrera Ltd Holdings,Offshore,BVI,Gould PLC Bank
CP_11063,Beverly Fernandez,Individual,India,"Smith, Gray and Deleon Bank"
CP_11064,Barr-Wang Holdings,Offshore,Seychelles,"Brown, Williams and Clark Bank"
CP_11065,"Gonzalez, Moore and Nichols Corp",Corporate,Saudi Arabia,"Perez, Solis and Lozano Bank"
CP_11066,Gutierrez-Tran Corp,Corporate,Germany,Case Inc Bank
CP_11067,Fischer PLC Corp,Corporate,USA,Mason Group Bank
CP_11068,Moore LLC Holdings,Offshore,Seychelles,Hall Ltd Bank
CP_11069,Johnson Ltd Corp,Corporate,USA,Hess Group Bank
CP_11070,"Morales, Cardenas and Mcdowell Holdings",Offshore,Panama,Jones PLC Bank
CP_11071,"Warner, Oconnor and Smith Trading",High-Risk,Myanmar,"Greer, Jacobs and Hernandez Bank"
CP_11072,"Chapman, Myers and Decker Trading",High-Risk,Iran,Glover-Coleman Bank
CP_11073,Elizabeth Stevens,Individual,UK,Baker Ltd Bank
CP_11074,"Ruiz, Carter and Davis Corp",Corporate,China,Hoffman-Webb Bank
CP_11075,"Ferguson, Sanchez and Smith Holdings",Offshore,Cayman Islands,Luna-Bean Bank
CP_11076,"Klein, Chavez and Lane Holdings",Offshore,BVI,Sanders and Sons Bank
CP_11077,Wood-Hart Holdings,Offshore,Cayman Islands,"Collins, Thomas and Soto Bank"
CP_11078,Justin Clark,Individual,Pakistan,Watkins-Miller Bank
CP_11079,Jensen-Wells Corp,Corporate,China,"Franco, Hodges and Brown Bank"
CP_11080,King-Collins Holdings,Offshore,Cayman Islands,Flowers-Johnson Bank
CP_11081,"Cunningham, Russell and Smith Corp",Corporate,Saudi Arabia,"Clark, Hart and Burns Bank"
CP_11082,Edwards-Pearson Corp,Corporate,China,Murray-Webb Bank
CP_11083,"Trevino, Haney and Miller Corp",Corporate,USA,Simmons Inc Bank
CP_11084,Peter Martin,Individual,UK,"Martinez, Gonzalez and Kane Bank"
CP_11085,Williams Group Holdings,Offshore,Seychelles,Jackson-Pratt Bank
CP_11086,Taylor-Sawyer Corp,Corporate,China,Ross-Phillips Bank
CP_11087,Edward Weeks,Individual,Pakistan,"Nelson, Morris and Preston Bank"
CP_11088,Carol Roberts,Individual,Philippines,"Harris, Mendez and Klein Bank"
CP_11089,"Munoz, Kennedy and Clark Trading",High-Risk,Syria,Ho-Cortez Bank
CP_11090,Martin Ltd Trading,High-Risk,Syria,Smith-Butler Bank
CP_11091,Austin Rowland,Individual,India,Miles-Gonzalez Bank
CP_11092,Medina LLC Corp,Corporate,Germany,Brown Group Bank
CP_11093,"Moore, Bell and Hansen Holdings",Offshore,Panama,Cooper Inc Bank
CP_11094,Denise Hoover,Individual,Egypt,Silva-Torres Bank
CP_11095,"Wang, Villa and Hoffman Holdings",Offshore,BVI,"Hopkins, Jones and Hernandez Bank"
CP_11096,Diana Baker,Individual,Egypt,Martinez PLC Bank
CP_11097,"Newman, Reyes and Johnston Corp",Corporate,USA,"Jacobs, Levy and Mclaughlin Bank"
CP_11098,"Barnett, Kennedy and Jackson Holdings",Offshore,Panama,Hays Inc Bank
CP_11099,Lisa Thomas,Individual,India,Baxter-Morris Bank
CP_11100,Taylor Group Corp,Corporate,Germany,Ortega-Murphy Bank
CP_11101,Autumn Castro,Individual,Philippines,Schroeder-Mccarthy Bank
CP_11102,Collins-Boyd Corp,Corporate,Germany,"Miller, Jacobs and Lewis Bank"
CP_11103,Dougherty LLC Holdings,Offshore,Cayman Islands,"Thomas, Kim and Alexander Bank"
CP_11104,"Mccormick, Jennings and Grant Holdings",Offshore,Cayman Islands,Pearson-Thompson Bank
CP_11105,Savannah Townsend,Individual,Pakistan,Chandler-Lewis Bank
CP_11106,"Walter, Knapp and Lee Corp",Corporate,Germany,White-Adkins Bank
CP_11107,Gonzalez LLC Trading,High-Risk,Syria,"Lee, Willis and Murphy Bank"
CP_11108,Moon-Shaw Trading,High-Risk,North Korea,Lawson Inc Bank
CP_11109,"Hill, Mendoza and Williams Holdings",Offshore,Seychelles,"Padilla, Hill and Brown Bank"
CP_11110,"Morrow, Roy and Pennington Trading",High-Risk,North Korea,"Chen, Henry and Wells Bank"
CP_11111,Nicole Aguirre,Individual,Philippines,Wood PLC Bank
CP_11112,"Hernandez, Fitzgerald and Pitts Trading",High-Risk,Myanmar,Miller Inc Bank
CP_11113,Ramos Ltd Corp,Corporate,China,Edwards PLC Bank
CP_11114,Samuel Rios,Individual,UK,"Smith, Hood and Charles Bank"
CP_11115,Hurst-Jackson Trading,High-Risk,Iran,"Bowen, Diaz and Smith Bank"
CP_11116,"Powell, Monroe and Caldwell Trading",High-Risk,North Korea,Lee PLC Bank
CP_11117,Daniel Inc Corp,Corporate,Germany,Ramos LLC Bank
CP_11118,"Gonzalez, Wagner and Thompson Trading",High-Risk,Iran,"Wilkinson, Everett and Collins Bank"
CP_11119,"Bell, Peterson and Carroll Holdings",Offshore,Seychelles,"Miller, Conrad and Davis Bank"
CP_11120,Catherine Miller,Individual,India,Garza-Sheppard Bank
CP_11121,Rachel Robinson,Individual,UK,Stevens-Wiley Bank
CP_11122,Parker Ltd Holdings,Offshore,Cayman Islands,"Bender, Hancock and Burgess Bank"
CP_11123,"Anderson, Brown and Mccarthy Corp",Corporate,Germany,Ramirez PLC Bank
CP_11124,Gutierrez-Conley Corp,Corporate,Germany,Stephenson-Thompson Bank
CP_11125,Green-Gonzales Holdings,Offshore,Panama,Burns PLC Bank
CP_11126,Bailey-May Holdings,Offshore,Panama,Gallegos-Mcdaniel Bank
CP_11127,Johnson PLC Holdings,Offshore,BVI,Moore-Carroll Bank
CP_11128,"Hamilton, Brewer and Fleming Holdings",Offshore,Cayman Islands,Clark-Lyons Bank
CP_11129,Sandra Bauer,Individual,Egypt,Palmer and Sons Bank
CP_11130,Robinson-Green Trading,High-Risk,Syria,Holmes Ltd Bank
CP_11131,Alvarez Group Trading,High-Risk,Myanmar,"Morris, Elliott and Barrett Bank"
CP_11132,Morris Inc Trading,High-Risk,Myanmar,"Howard, Santana and Moore Bank"
CP_11133,Cook-Wong Corp,Corporate,USA,Lopez LLC Bank
CP_11134,Martin-Payne Holdings,Offshore,Seychelles,Gonzales PLC Bank
CP_11135,Kenneth Graham,Individual,Egypt,Wells-Sanchez Bank
CP_11136,"Brooks, Morgan and Gregory Corp",Corporate,USA,Williams-Hickman Bank
CP_11137,Hines PLC Corp,Corporate,Germany,Fisher LLC Bank
CP_11138,"Morales, Johnson and Hunt Trading",High-Risk,North Korea,Tanner-Sanford Bank
CP_11139,"Gonzalez, Compton and Walton Holdings",Offshore,Panama,Alvarado Inc Bank
CP_11140,Ellen Cannon,Individual,UK,Ellis-Martin Bank
CP_11141,Hopkins and Sons Corp,Corporate,China,Turner Inc Bank
CP_11142,Young and Sons Corp,Corporate,Saudi Arabia,Davis-Sanchez Bank
CP_11143,"Peters, Rowe and Smith Holdings",Offshore,Seychelles,Cooper Group Bank
CP_11144,"Mcdaniel, Hale and Durham Holdings",Offshore,BVI,"Bennett, Ford and Sanchez Bank"
CP_11145,Hughes LLC Holdings,Offshore,BVI,Ross LLC Bank
CP_11146,Weiss-Cross Corp,Corporate,China,Carlson-Ferguson Bank
CP_11147,Michael Cordova,Individual,Egypt,Walker PLC Bank
CP_11148,Tate LLC Corp,Corporate,Saudi Arabia,Morgan-Morrow Bank
CP_11149,Nicole Melendez,Individual,Pakistan,"Hall, Porter and Williams Bank"
CP_11150,Brandon Cruz,Individual,Egypt,Simmons LLC Bank
CP_11151,Hughes-Nicholson Corp,Corporate,Germany,Green Group Bank
CP_11152,James Holmes,Individual,Philippines,Marshall Inc Bank
CP_11153,Parks-Garcia Holdings,Offshore,BVI,Lara-Smith Bank
CP_11154,Anderson-Hunter Trading,High-Risk,Syria,"Gibson, Tucker and Choi Bank"
CP_11155,Henderson-Brown Trading,High-Risk,Iran,Green-Walters Bank
CP_11156,Rebekah Cole,Individual,Egypt,Norman-Joseph Bank
CP_11157,Valerie Rodriguez,Individual,Philippines,Pollard PLC Bank
CP_11158,Berg-Miller Holdings,Offshore,BVI,Rogers Ltd Bank
CP_11159,"Scott, Robertson and Mendez Trading",High-Risk,Iran,Graham-Marshall Bank
CP_11160,Sean Stevens,Individual,UK,Small Ltd Bank
CP_11161,Jeffery Leonard,Individual,Egypt,Daniels and Sons Bank
CP_11162,Jason Griffin,Individual,India,Fields-Larson Bank
CP_11163,Andrew Rodgers,Individual,Pakistan,Thompson PLC Bank
CP_11164,Nicholas Schultz,Individual,Egypt,Orozco-Reed Bank
CP_11165,Barker-Sanchez Holdings,Offshore,Panama,"Hoover, Carroll and Williams Bank"
CP_11166,Watson-Thomas Holdings,Offshore,Panama,"Little, Macias and Reyes Bank"
CP_11167,"Miller, Pennington and Curry Corp",Corporate,Saudi Arabia,Morales-White Bank
CP_11168,"Scott, Delgado and Andrade Trading",High-Risk,Iran,Sanford-Leon Bank
CP_11169,"Green, Turner and Palmer Holdings",Offshore,BVI,Benson Inc Bank
CP_11170,John Hodges,Individual,Egypt,Hill-Barker Bank
CP_11171,Hill Ltd Corp,Corporate,China,Jacobs and Sons Bank
CP_11172,"Mitchell, Smith and Clark Trading",High-Risk,Iran,Sandoval-Hill Bank
CP_11173,George-Daugherty Trading,High-Risk,North Korea,Davis-Walker Bank
CP_11174,"Nguyen, Brown and Roberts Holdings",Offshore,Seychelles,"Lynch, Murray and Fisher Bank"
CP_11175,"Murphy, Price and Spears Holdings",Offshore,Cayman Islands,Cooper LLC Bank
CP_11176,Carson-Hernandez Trading,High-Risk,North Korea,"Porter, Patel and Jackson Bank"
CP_11177,Scott-Johnson Trading,High-Risk,Iran,"Faulkner, Welch and Hoffman Bank"
CP_11178,Miller-Adkins Holdings,Offshore,Cayman Islands,"Wood, Carter and Stewart Bank"
CP_11179,"Mcdonald, Moore and Richards Holdings",Offshore,BVI,"Bell, Reynolds and Forbes Bank"
CP_11180,Potter LLC Holdings,Offshore,Seychelles,"Manning, Fritz and Brooks Bank"
CP_11181,"Anderson, Lawson and Atkinson Holdings",Offshore,Cayman Islands,Foster and Sons Bank
CP_11182,Laura White MD,Individual,Philippines,"Werner, Pierce and Bell Bank"
CP_11183,Barnes PLC Trading,High-Risk,Syria,Flores-Cox Bank
CP_11184,Beck Ltd Trading,High-Risk,Syria,"Gill, Stewart and Nichols Bank"
CP_11185,Scott Simpson,Individual,Pakistan,Mitchell-Middleton Bank
CP_11186,Bradshaw and Sons Holdings,Offshore,Cayman Islands,Roberts-Patel Bank
CP_11187,Hines-Douglas Holdings,Offshore,Cayman Islands,"Solomon, Reyes and Delgado Bank"
CP_11188,Jenkins-Fields Trading,High-Risk,Myanmar,"Walker, Lynch and Gordon Bank"
CP_11189,Kenneth Ortiz,Individual,India,Nguyen and Sons Bank
CP_11190,Mario Cohen,Individual,UK,Johnson-Guzman Bank
CP_11191,"Price, Dixon and Lee Corp",Corporate,China,Ellis Ltd Bank
CP_11192,Thompson Ltd Holdings,Offshore,Seychelles,Morris LLC Bank
CP_11193,Kline and Sons Holdings,Offshore,Cayman Islands,"Murray, Sanchez and Morrison Bank"
CP_11194,Robles Group Corp,Corporate,China,"Davidson, Lara and Massey Bank"
CP_11195,Sanchez Ltd Corp,Corporate,USA,Smith Inc Bank
CP_11196,"Rhodes, Camacho and Cowan Holdings",Offshore,Seychelles,Jones-Butler Bank
CP_11197,Ware-Medina Corp,Corporate,USA,"Frank, Holland and Ferguson Bank"
CP_11198,Gonzales Ltd Corp,Corporate,China,Carter Group Bank
CP_11199,"Mack, Cox and Moran Holdings",Offshore,Seychelles,"Soto, Alexander and Cobb Bank"
CP_11200,Ryan Chang,Individual,India,"Molina, Rodriguez and Jackson Bank"
CP_11201,Douglas-Thomas Trading,High-Risk,Myanmar,Pope and Sons Bank
CP_11202,Gary Benson,Individual,Pakistan,Nolan-Vasquez Bank
CP_11203,Sherman LLC Trading,High-Risk,Syria,Norris-Rivera Bank
CP_11204,David Hill,Individual,Philippines,Juarez and Sons Bank
CP_11205,"Roberts, Walker and Wood Holdings",Offshore,BVI,Reeves-Parker Bank
CP_11206,"Moore, Walters and Alvarez Trading",High-Risk,Myanmar,Nunez-Moore Bank
CP_11207,"Anderson, Lawson and Villarreal Trading",High-Risk,Myanmar,Walsh-Johnson Bank
CP_11208,Aguilar and Sons Trading,High-Risk,Syria,"Smith, Diaz and Romero Bank"
CP_11209,"Sullivan, Montgomery and Jackson Holdings",Offshore,Panama,Schneider-Matthews Bank
CP_11210,"Edwards, Brooks and Grimes Corp",Corporate,Germany,Wong-Harrell Bank
CP_11211,Thompson-Prince Corp,Corporate,China,Barnett Inc Bank
CP_11212,Eric Walker,Individual,Philippines,Franklin-Daniel Bank
CP_11213,Santos LLC Holdings,Offshore,Seychelles,Stevens-Durham Bank
CP_11214,Sara Singleton,Individual,Philippines,"Villanueva, Figueroa and Cox Bank"
CP_11215,Ross Inc Corp,Corporate,USA,Romero-Nelson Bank
CP_11216,"Bradford, Medina and Miller Holdings",Offshore,Cayman Islands,Griffin PLC Bank
CP_11217,Sanchez Ltd Corp,Corporate,China,Norris Ltd Bank
CP_11218,Perez Ltd Corp,Corporate,Germany,Thompson-Krause Bank
CP_11219,Arnold-Davis Holdings,Offshore,Panama,Quinn Inc Bank
CP_11220,Mills Inc Holdings,Offshore,Panama,Perez PLC Bank
CP_11221,"Woods, Garcia and Keith Trading",High-Risk,North Korea,Flores Ltd Bank
CP_11222,John Ramos,Individual,Philippines,Gonzalez-Daniels Bank
CP_11223,George LLC Trading,High-Risk,North Korea,"Smith, Jordan and Stein Bank"
CP_11224,Jessica Day,Individual,UK,"Shaffer, Mendez and Bryant Bank"
CP_11225,Paul Guzman,Individual,India,Welch-Murphy Bank
CP_11226,Mr. Matthew Baker,Individual,India,"Wright, Hill and Hoffman Bank"
CP_11227,Jeremiah Rowland,Individual,Philippines,Freeman LLC Bank
CP_11228,"Ruiz, Martin and Jones Holdings",Offshore,BVI,Chambers-Davis Bank
CP_11229,Peterson-Mcdaniel Holdings,Offshore,Panama,Lee Inc Bank
CP_11230,Cindy Shaw,Individual,Egypt,Miranda-Kennedy Bank
CP_11231,"Evans, Lynch and Duncan Holdings",Offshore,BVI,Morris and Sons Bank
CP_11232,Rachel Phelps,Individual,Pakistan,"Bates, Nguyen and Black Bank"
CP_11233,Valdez-Kramer Trading,High-Risk,Syria,"Adams, Cantu and Kennedy Bank"
CP_11234,Elizabeth Thomas,Individual,Philippines,Acosta-Calderon Bank
CP_11235,Cole-Coleman Holdings,Offshore,BVI,Farmer-Smith Bank
CP_11236,Brown-Ortiz Corp,Corporate,Saudi Arabia,"Trujillo, Proctor and Wang Bank"
CP_11237,Cardenas and Sons Trading,High-Risk,Syria,Bates LLC Bank
CP_11238,James Morris,Individual,UK,Nguyen-Castro Bank
CP_11239,Salinas PLC Corp,Corporate,USA,"Alexander, Hill and Jones Bank"
CP_11240,Nguyen Group Trading,High-Risk,North Korea,"Watkins, Crane and Arroyo Bank"
CP_11241,"Price, Moyer and Mccarthy Trading",High-Risk,Syria,Ramirez PLC Bank
CP_11242,Amy Brown,Individual,Philippines,Hill-Wood Bank
CP_11243,Rodriguez-Taylor Holdings,Offshore,BVI,"Jones, Rowland and Oconnor Bank"
CP_11244,Sawyer PLC Trading,High-Risk,Syria,Andrews-Hoffman Bank
CP_11245,Garrett Payne,Individual,Philippines,"Green, Schmidt and Carter Bank"
CP_11246,Raymond Jones,Individual,UK,"Dawson, Edwards and Castaneda Bank"
CP_11247,Jill Wilkerson,Individual,Egypt,Morris and Sons Bank
CP_11248,Gary Byrd,Individual,Egypt,"Green, Munoz and Cantu Bank"
CP_11249,Martin Simmons,Individual,Egypt,Yates-Decker Bank
CP_11250,Durham PLC Trading,High-Risk,Myanmar,Smith-Kim Bank
CP_11251,Jonathan Yates,Individual,India,"Vasquez, Andrews and Walters Bank"
CP_11252,"Jones, Davis and Grant Trading",High-Risk,North Korea,Schmidt PLC Bank
CP_11253,Berry Group Corp,Corporate,China,"Santos, Lee and Jones Bank"
CP_11254,"Jordan, Hill and Hayes Trading",High-Risk,North Korea,"Hernandez, Rivera and White Bank"
CP_11255,Jordan Norman,Individual,Pakistan,"Wilkins, Reynolds and Smith Bank"
CP_11256,"Carter, Hanson and Price Corp",Corporate,Saudi Arabia,Perez Group Bank
CP_11257,Green and Sons Trading,High-Risk,Myanmar,"Craig, Nguyen and Ellis Bank"
CP_11258,"Gonzalez, Underwood and Schaefer Corp",Corporate,China,"Camacho, Hernandez and Mejia Bank"
CP_11259,Parker Inc Corp,Corporate,China,Ferguson Inc Bank
CP_11260,Fernandez Inc Holdings,Offshore,Seychelles,Harrell-Hebert Bank
CP_11261,"Clark, Turner and Coleman Holdings",Offshore,BVI,Hall-Gillespie Bank
CP_11262,Johnson-Rich Trading,High-Risk,Iran,Martinez-Gould Bank
CP_11263,Sean Dickerson,Individual,Pakistan,James Group Bank
CP_11264,Craig Wise,Individual,Egypt,"Olsen, Davis and Thompson Bank"
CP_11265,"Ramsey, Martinez and Sherman Holdings",Offshore,Panama,Shepard Ltd Bank
CP_11266,"Howard, Cowan and Perry Corp",Corporate,Germany,Galloway PLC Bank
CP_11267,Woods-Hicks Corp,Corporate,Germany,Smith-James Bank
CP_11268,Tyrone Garcia,Individual,Pakistan,Bautista-Copeland Bank
CP_11269,Bautista-Pearson Corp,Corporate,Germany,Key Inc Bank
CP_11270,"Schneider, Price and Ruiz Trading",High-Risk,Syria,Blair-Merritt Bank
CP_11271,Taylor and Sons Trading,High-Risk,Syria,Cunningham and Sons Bank
CP_11272,"Moore, Neal and Farmer Corp",Corporate,Saudi Arabia,Carlson and Sons Bank
CP_11273,Mary Watson,Individual,UK,Morrow-Barnes Bank
CP_11274,Mayer and Sons Corp,Corporate,China,"Pacheco, Barnett and Diaz Bank"
CP_11275,Buchanan Inc Holdings,Offshore,Seychelles,Harris-Powell Bank
CP_11276,Stout-Baker Holdings,Offshore,BVI,Johnson-Johnson Bank
CP_11277,Oneal Inc Trading,High-Risk,Syria,"Wiggins, Mcintyre and Williams Bank"
CP_11278,Farmer-Sharp Holdings,Offshore,Panama,Moore Inc Bank
CP_11279,Prince-Davis Corp,Corporate,USA,Rodriguez Group Bank
CP_11280,Lucero-Chase Holdings,Offshore,Cayman Islands,"Alexander, Vincent and Pacheco Bank"
CP_11281,Collins Group Holdings,Offshore,Cayman Islands,Anderson-Douglas Bank
CP_11282,Louis Moran,Individual,India,Vasquez-Guerra Bank
CP_11283,"Gonzalez, Robinson and Anderson Corp",Corporate,USA,Perez Inc Bank
CP_11284,Michelle Campbell,Individual,Egypt,"Garcia, Perez and Lopez Bank"
CP_11285,"Turner, Page and Murray Holdings",Offshore,Cayman Islands,"Meyer, Ray and Stephenson Bank"
CP_11286,Murphy LLC Holdings,Offshore,Cayman Islands,"Thomas, Doyle and Rosales Bank"
CP_11287,Rebecca Welch,Individual,India,Petty Inc Bank
CP_11288,Walters and Sons Holdings,Offshore,Panama,Sanders Inc Bank
CP_11289,"Castillo, Mathews and Lopez Trading",High-Risk,Syria,"Sullivan, Haney and Chavez Bank"
CP_11290,Gardner-Wilson Corp,Corporate,Saudi Arabia,Rios-Robertson Bank
CP_11291,Rogers-Stafford Trading,High-Risk,Myanmar,Peterson-Wiggins Bank
CP_11292,"Bryant, Davis and Chase Corp",Corporate,Germany,"Baker, Casey and Simmons Bank"
CP_11293,Oconnell and Sons Trading,High-Risk,Myanmar,Perez Group Bank
CP_11294,Martinez Ltd Corp,Corporate,Saudi Arabia,Martinez-Bailey Bank
CP_11295,Graham-Joyce Corp,Corporate,Germany,Burch PLC Bank
CP_11296,Sanders PLC Corp,Corporate,Germany,Thomas Ltd Bank
CP_11297,Alan Quinn,Individual,UK,Fox-Chan Bank
CP_11298,Kerry Williams,Individual,Philippines,"Cox, Hall and Valentine Bank"
CP_11299,"Jackson, Moore and Becker Holdings",Offshore,Seychelles,"Walters, Montgomery and Bridges Bank"
CP_11300,"Hernandez, Dunlap and Lynch Corp",Corporate,Germany,Ramirez Group Bank
CP_11301,Price-Boyd Holdings,Offshore,Panama,English-Mcdonald Bank
CP_11302,Griffith LLC Corp,Corporate,Saudi Arabia,Jones Ltd Bank
CP_11303,"Barnett, Clark and Quinn Corp",Corporate,Germany,"Chung, Brown and Jenkins Bank"
CP_11304,Castillo and Sons Corp,Corporate,China,Myers and Sons Bank
CP_11305,"Barnes, Vargas and Wright Holdings",Offshore,Cayman Islands,Jones-Richmond Bank
CP_11306,Taylor-Morales Trading,High-Risk,Iran,"Singh, Blackburn and Hernandez Bank"
CP_11307,Thomas-Hill Holdings,Offshore,Cayman Islands,Smith-Wilson Bank
CP_11308,Warren-Ingram Holdings,Offshore,Cayman Islands,"Ruiz, Guerrero and Evans Bank"
CP_11309,Weaver PLC Corp,Corporate,USA,Hernandez-Beard Bank
CP_11310,"Peterson, Nelson and Travis Corp",Corporate,Saudi Arabia,Massey-Scott Bank
CP_11311,"Owens, Richards and Walter Trading",High-Risk,Syria,"Glenn, Freeman and Carter Bank"
CP_11312,"Garcia, Bright and Morrison Corp",Corporate,USA,"Grimes, Allen and Horn Bank"
CP_11313,Copeland-Richmond Holdings,Offshore,Seychelles,Brown-Garcia Bank
